comment,type
خسارة غناية اخخختفيييه,normal
علقل تسافر مسترجلة شوي تمشيلهم قحبة زكيمة,aggressive
دعك أسماء جاهلة بكيفية الرد الشخص المناسب يوتيوب تجيبيني سؤالي ثقافة أخلاق مايا القصوري أتدركين أمل آامال يفعله الشباب تربية التلفاوز الغذاعة تربية ثقافة دولة كاملة مثلا مثلا لطفي العبدلي أخلاق افضل الشاب مستحيل عائلة الفنانين,normal
مسلمة جزائرية افتخر اتلهي ببلادك كلاتها الكوليرا شايتة احسنلك مدخلك بلاد الناس اذاكا ربي ابتلاكم بالكوليرا شعب منافق يدعي العفة الاحتشام ولاد بلادكم يجو لسوسة يسكرو التوريست هههههههههه ريحتكم نتانت بانفاق يععععععع,aggressive
اووه عباد يطيرو صدقناا,normal
ياقحبة يامرذخ يامقعورة يافج ياعاهرة ياشذة ياطحانة يامبونة يامتاع الهيشتك بيشتك ياملقطة وزك امي يخرى ياوسخة,aggressive
تلخيص,normal
يد خاشقجي,normal
وشنو تبني بلادك حاجز مالي تطبق الشريعة وشبيها بلادك سورية هاكم القدرات طبقو دينكم الحنيف,normal
تونس لازمها فتح إسلامي جديد,aggressive
ياسين,normal
بوه رجل طلع متزمت ارهابي,aggressive
امشي ياديوث احترم روحك عدو,aggressive
مرة تهدر الإنسانة بري غطي راسك منبعد تكلم حافظة زوز كلمات بالعربية جاية تفتي وتحاسبي مستوى,normal
تخنقنا لهجتكم الماسطة تلافز برا خطاونا,normal
حسن اخلاقك,normal
يااجعانين مرامكش رجااال يلعن الكرش حملت لعنة ديوووووووث,aggressive
قبحكم لله ياخوارج العصر,aggressive
برافووو مريم صراحتك,normal
بشير كور مايا قحبا,aggressive
بابا كسيبتو شجرة دارو نحنا اولاد بنات يعمل مسكين,normal
سخان وجوع وشهوات ادني محملتوهاش وغدوى ربي ياااااا ديوت,aggressive
طفله صغيرة هههه,normal
الجزائر لطفي راجل لانو معندوش نفاق يهدر الصراحة هاذا مشكل الشعب العربية يتكلم الصراحة راجل بصح لطفي راجل اونس وتحيا الشعب التونسي ارجال النساء,normal
صحيح كلامها الزوالي يتلفتش للكرز يشوفوه المقام الأول طماع وزيد عارف إمكانياتو المادية المحدودة ينجمش يوفرلها حياة بالمستوى تعيش,normal
ههه مؤامرة بطيخ,normal
تعرفي اختي تونس مليانه الافارقة المغرب سمعت الشيء,normal
نطبق,normal
تونس منظر شوف الشعر مزال بالي موظه هاكي الكرش هاذا جاهل كريم الغربي ينقد حده مثقفه مره,aggressive
بلاد الفسق والعهر ونص بناتكم ياقواد رامينهم لليبين البلكونه ههههههههههههههههههه دين يومكم الدين مله ماتمنعوا الشرب بلادكم والدعاره بلاد متعه هههههههههههههههههههههههههههه وبس وبناتكم رخاص ويجرو ورانا نتزوجوهم هههههه جمال تحكي يخنيت شكلك خنيت ولد عاهره وبناتكم لونهم اسود وشعرها تصبغ اصفر ههههه تشعر بانها فرنسيا ههههههههه احني انسافرو لأوربا ولى الدول العالم ياحدكم سفر داخل بلادكم هههههههههههههه,aggressive
ياسف سكت يحزن تقول نبدنهم دور لحية غناء تونس,normal
مريض,normal
السلاف الجهادي خطير الاءمة الاءسلامية,aggressive
صدر بحر,normal
شمس معلم ولطفي كلب سامي,normal
نعبوك بو زكومك القحب,aggressive
المغرب الكبير الدول العربية والأعجمية يجب فتحها للأسف,normal
عزيزتي تدكرين اشياء دينية الدولة المدنية يوجد الزواج يسمى مهر وصداق وهده الاشياء تدكرين ونفقة متعلقة بالاطفال واجبة لـ الشخص الدي حصل الاولاد الطلاق الاطفال مسؤولية الزوجيين بلوغ سن معينة تقطع مسؤولية الزوجين اطفالهم لانهم تطلقوا اطلعي مدونات الاسرة الحديثة فكرة المدونة الاحوال التونسية رغم تصل لمستوى الدول الغربية ونزال تعطي الرجل رئيس العائلة تلزم الزوجة بالانفاق الاسرة ادا تملك اموال وعمل زوجها يستطيع والعقد زواج اشياء يتفق زوجين الزواج,normal
فظحكم سامي الفهري,normal
برافو بلال,normal
عطى ربي راضيين احكي روحك ماكش ملحد زبي لعباد لمنيكة وجوهكم زبي نكتو لبلاد والحديث مايكونش ارفع ظاهرلي عايش بالمنطق التقدم الوبنة ماهو جديد,aggressive
تجبد حكه نيفيا وشنوا المشكل اوريك لهو غاير شمس تحكو الرجلة تتقاسش بالكلام الزايد والغشة وقلة الحياء تتقاس بالتربية والأخلاق والنضافة بالك إتضحك العباد مستانس تعمل التوانسة أوعى والشلايك لكيفك معاش نحبوهم لحاس منافق تخدم منشط سياحي دار جربة تحط النفيا تلبس سترنق تمكيج وتلبس روبا نسيت نعرفو خدمة المنشط السياحي قرد,normal
بوزينك شموسة اعتز بنفسك طيارة متربي خرجت الايميسيون مساطت نتفرج,normal
تونس نيكلهم ربهم مسلمين أحفاد عيشة القحبة حاشاك,aggressive
تخرف,normal
يسلم لسانك,normal
العيب والله مسكينه جاتها فرصه بوهالي جايبها للبرنامج ممثله فنانه راقصه والله عرفتها فهموني بوهالي البرنامج يكب سعدك راجل كرهتونا تونس بتفش جايبينها لبرنامج,aggressive
السحر الساحر فكرة سامي العهري,normal
أحنا باهين وأنتم عز الناس خليك بلادك يشد دارو,normal
منهضمهاش مايا برجولية المرة حق شاب بشير موخو يحكي صوت لمرا عورة جايب طفلة تميل فالكليب متابعة يدنو مخرب بالوشام يحل فمو يحكي,normal
غاية الباجي واضحة ربح أصوات النساء وإحراج يتكلم بإسم الدين قانون شرعا فنحن نعيش بالربا وتجارة الخمور فلاداعى للنفاق,normal
صحيح يعرفش يحكي قلها كليمتين سهروها ليالي الكلام وجعهاش راي مبقاتش تبرر مايا خسارة الثقافة الأسلوب اللغوي,normal
قول الحق قولو شد بلادك تونسي ههههههههه,normal
تفوه حيوان,aggressive
يعتيك صح,normal
تحيا شموسة واكبر تحيا الجزائر,normal
كلامك صحيح تونس افريقيا بلد تجمع اتحاد المغرب العربى لطالما المطمع الاستعمار استعبدونا اتحاد العرب اذن لفكنا الاستعمار استعمال اسم تونس بالاتحاد العربى ه لطالما حاربنا بالانفسنا معى المغرب العربى العودة الفضائح تقام البرامج حديث الانحلال المغرب تونس ووما خفى الخليج اعضم تعتبرون سخرية للغرب فالغرب يهتم بمشاكل الدعارة الضلم القرارات السياسية السخيفة لالميكوت نحنا نحيا دين نحاف وولا تحسبنا فعل السفهاء منا يعنى الاقلية الفكر التفتحى الغربى فالحرية مبنية مقايس الغرب الاسلام نقبل بفتوحات لاستملاكنا قبلا تونس دولة إسلاميةفقط افضل ربطنا بالعروبة رغم تاريخها المشرف نريد رجالا تقف معنا السخرية منا جعلنا اسما تونس بلاد الحضارات بلاد الفارقة بلاد التونسين الاحرار رغب يعيش اهلا أرض يجب زرعه كلى جيل اسلامى يحدث حدث للمسيحيين المسلمون حافضو تحريف القران فوجدو طرقا حل الشعوب,normal
زايدة الأعباد شانوا,normal
الشاب بشير كرهتوا الحلقة ظهر فارغ ثقافيا فكريا تافه يستطيع المواجهة النقاش بطريقة راقية تليق بفنان يستطع مواجهة مايا المثقفة المتمكنة لغويا ثقافيا هرب اسلوب الضعفاء السخرية اضحاك الجمهور كطريقة للخروج النقاش الهروب الامام مستواه الفكري الثقافي المتدني مشكلة انسجام قالت مايا يعيش اموال الغناء يحرم الغناء النساء خيبت ظني بشير,aggressive
وجه شلاكاء ثعلب نتي تڨعدي,aggressive
لعنة السبسي وجنوده,aggressive
لطفي تعجبني بصراحة ليوم بينت جلطام متعرفش تحكي شمس متربي,normal
تونس شعب ريخيس والف الذل حاشى رجال بارود الاغلبية رخيس عايش الكلب,aggressive
أقوى قرار ونتمنى كافة الدول العربية العمل,normal
مريم الدباغ الطوندوس,normal
ملحد نستعرفش زبي,aggressive
جاء جهاز صحيح تشوشط كذبها ولات تعطي رايها فالسياسة هزلت بالله كفوا الحمقى مشاهير,normal
نمشي الني العصبة بعاثتهالي نجي النيكك خر,aggressive
أوروبا احسن دينا تستهزا,normal
بشير كور مايا قحبا,aggressive
تونس مرخصش بروحو ومهزش القفة صلاح مصباح يحبو يحطموه مينجموش الراجل مذلش,normal
معلم ولد عواطف طلعت منيك تبا,aggressive
نع زبور امكم العنصرية تيهوما العنصريين ميحبوش يندمجوا,aggressive
مايا لقصوري لاتعيش داخل الحمأ الحشرات تتغذى القذورات مايا ملحدة ومستهزأة بالدين الاسلامي وتحتقر القيم الاسلامية غالب تستطع تكوين أسرة وتتحدث الاسلام والنبي الكريم الصلاة والسلام لاتصلي رجعية رأيها التافه,aggressive
معرس تسهر رجال أخرين,normal
مريم نحسبك صريحة,normal
مكذبكم,normal
حاجة ٱش يهمك زبي نجيبها فلوس الحرقة تعرف دين زبي لمدتهم الفلوس وهارب لبلاد الكفار نلقاش حوايج مالقيتهاش بلاد قحبة تعطي ينيكو مرة رئيس حكومة جديد هربت لبلاد الكفار بلاد الزوالي مايعيشش,aggressive
هههههههههه ولله عيب,normal
مريم حشا اسمها وجها يشبه لترمة,aggressive
قاعد يستقطب الفئة البسيطة عقليا المجتمع بإستعمال السفسطا ئية عندوش حجج هوش متثقف يبرر الموقف متاعو يحاول يستعمل وسيلة يضيع لعباد يفقدهم تركيزهم الموضوع الأساسي كلام مايا بارشا,normal
جاهل الفاشلين تونس ارض السود اوروبا اسيا الوطن العربي تونس افريقية داخل افريقيا والله تونس لستم عرب افارقة,normal
مريم دباغ ليبيا وتقول ليبيا مفيهاش رجال ماتقعدش دقيقة البلاد قرطوش ياخد مجراه,normal
قلة حياء,normal
روحو نيكماتكم لدافعو مايا,aggressive
المشكلة الراجل عامل قيمة لولد عواطف برا تبرع للفقراءتجري وراء ولد عواطف والفلوس نيك مشطك يبقى رقم الضباط مرشوم طرمتو صحة للكرواك التلفزة طلعت لزبوبنا الفلاليس,aggressive
وينا ميراثكم ربي مفقركم عارفكم مالجنوب التونسي ناسنا متعلقين بديننا الاسلامي الحمد لله رب نعمتك تقولوش توانسا فيئة قليلة جاهلة بدينهم غالب ربي يعرف يعمل يخلص قلبو نيتو ربي,normal
مأخرا,normal
شواربها زك دجاج,aggressive
حسبيا الوكيل يتبع قاله رسوله جهنم بأس البصير,aggressive
لطفي تتمهزل بشمس الدين باشا ڨاعد توشي بغير المباشر نسيتي الدور تيعك شوفلي حل يهاك درتي دور المخنث نفكرك حرام الشرات الشريات,normal
لدربها تحياتي ونحبك ملقري منعرفكش جملة,normal
التاريخ ينسي فعلت المراة التونسيه تتحدا قواعد الدين الاسلامي وتمرد وضرب الدين بفكر هدام الاسلام وتشكيك كتاب ويفتح المجال الملحدين لعب بكتاب التمسك بالسنة وكتاب يلعن ابو حريه المرأة دمرت الامم بغباها,aggressive
الإعلامي تافهه المرأة اتفه والله تملك الجمال مفبركة,normal
برى وجهگ زبي راجل خلي ولد عواطف يخدم روحوا,aggressive
يحب يفطر يحترم تونس دولة إسلامية يشد دارو يأكل يحب بلاغير مايتعدى مظاهر الشهر الفضيل,aggressive
يعطك عصبة دورت الموضوع للناس عصبة راسك وراسهم سراهم وراس خويا ايدكم زبي والكرز هاذم لاني ناقم كبول ربي عطانا عيشة راضيين,aggressive
رغم عمليات التجميل المكياج الاضاءة مازلتي تشبهي لوالو فمك مشرك,normal
مايا بتحطي نفسك مواااقف,normal
مريض,normal
هههه عجبني قالو لالا تحبنيش السيد خاف عمرو خخخخ تحية لطفي الجزائر,normal
دقيقة مرأة كبيرة قحبة ساق البر ساق القبر نعبو ألي جااابك عاهرة كافرة تفف,aggressive
البعران التونسيه اغبياء تحركو الاعلام القطري المتمثل بالجزيرة وقناة جي عربية وقناة عربي الاعلاميين المرتزقه والمحللين الساسيين المدفوع,aggressive
مقصدش يهين تونس يتكلم تونس بلدو وانا كجزائري اعتبر نفسي تونسي رغما شخص وانتقد بلدي يحلو انكر التخنث رغم الجزائر تونس بلاد الشهداء تناكت ذرك,aggressive
بلاد الشيخ طاهر عاشور وصلت,normal
ستسأل كتاب وشريعته قاءلين ينفعنا مال بنون ويتبر مولى مولاه أخذوا أموالكم أعراضكم ودماءكم واليوم يأخذون دينكم للهول والعار والخسران تنسوا قول وأتق فتنة تصيبن الذ خاص وأعلموا شديد العقاب يحكم أنزل فؤلاءك الكافرون والضالمون والفاسقون هجرنا كتاب والعمل دنيا آخرة كسبنا والله فاليقتلونا ويمز قونا نعطي الدني ديننا فالعيش ونرجوا نموت ويحكم تحكمون احكم الجاهلي تبغون,normal
سطك لزوك امو شمس لميبون,aggressive
بالنسبه للمغرب حقيرة قسما بالله ازر المغرب حياتي اقاربي زار المغرب اناس محترمين ومتدينين النساء مستورات صحيح الاغلبية تونسية حقيرة وجايا تحكي المغرب,aggressive
المرتدين الكفرة واخدين راحتهم يحسون بالأمان النضام العالمي الكافر انضر يتمسخرون الشام قتلوه سجنوه,aggressive
هههههه وتجيب اختك تستمتع بلعق الزب التونسي المحرحر,aggressive
الفيديو موجه حيوان موافق قانون المساواة تفرج جاهل اسمع,aggressive
الشاب مخلط تكفبري سلفي,normal
لطفي نتا فور نشوفك نضحك,normal
الدقيقة منافقين ملحدين,aggressive
ربي يهديكم الشعب التونسي,normal
فهموني مريم الدباغ مريم مولاهم أمين ووووو دورهم الحياة والله فاهمة محلهم الإعراب ثقافة زين مواهب وزيد ماصطين لاصطين يتعجنو يتكسكسو فئران نعرف تلقاو صحة ليكم لقيتو يتفرج روحي تونس,aggressive
تونس القحبه تبي فتح اسلام جديد يحرقهم حرق بلد الدعاره,aggressive
حبيت الضحك الناس شمس الدين باشا اخي طلعت نايك لعنه الزمك,aggressive
تونس حماقو اويليصومو رمضانكم الزبل البشر بقى غي رمضانخط احمروالله هادشي يفزعرغم التفتح المغرب صيام رمضان المستحيل متصومش احترام الشهر الفضيلمتقدرو تصبرو,aggressive
عطاها زلعة حلوة وتستاهلها عدوة الدين المدعية الثقافة والتقدم وقتلك تونس مدنية,aggressive
ترقبوا غضب لعنة يخالف كتاب سنته,aggressive
نرحبوا بالمغربي الماليين والنيجر يين مكان السود الأفارقة لانريدهم جراثيم فتاكة,aggressive
بالله برا نيك عملتها سبة الحكاية,aggressive
ياولد قحبة خلصوك اليهود,aggressive
اوفقك الراي,normal
اخبار تفيد البلاد تخدم بمبريم دباغ عصبة وولشمس ووموزانيك ووجوهرة وووو,aggressive
شيطان الإنس بمصدق لكلام رسوله,aggressive
المولى سبحاه وتعالى سورة عمران ياأيها آمنوا تتخذوا بطانة دونكم يألونكم خبالا ودوا عنتم بدت البغضاء أفواههم تخفي صدورهم أكبر الآيات كنتم تعقلون تحبونهم يحبونكم وتؤمنون بالكتاب لقوكم قالوا آمنا خلوا عضوا الأنامل الغيظ قل موتوا بغيظكم عليم بذات الصدور الل ه سبحانه وتعالى خالق البشر يعلم تخفي صدورهم بحال أهل الكتاب وموقفهم المسلمين فالذين يدافعون اليهود والنصارى ويزعمون أنهم إخوانهم أغبياء سذج الواقع يكذ بون الل ه تعالى دخل نابليون بونابرت مصر طعن الأقباط المسلمين الظهر أنهم إنظموا جيشه المسلمين وقصة قائدهم المسمى المعلم يعقوب غنية التعريف,normal
ولله بردتلي قلبي يابشير مايا بجاه ربي جدها ولله قلها معتيش تتحدثي اسلام تدخلي تفاصيله يافاجرة ياكافرة ياملحدة ولله اتحشم,aggressive
تخربون اللغه العربيه تدمجوها بالفرنسيه,normal
بوذيين هندوس وضحوا الامر,normal
القحاب توافف,aggressive
تعجليني ومصارحة ونحييك الجزاير,normal
يلومون اليهود الخيانة ونسو ملاين الحركية الجزاير خليكم الفشخرة الكذابة,normal
تعريف مريم الدباغ قحبة مكملا قرايتها,aggressive
أفحكم الجاهل ية يبغون أحسن حكما لقوم يوقنون والله يحكم معقب لحكمه الآية ينتقم السبسي المنافق وأتباعو,normal
شموس ومتربي ولطفي نحبو راجل المرة غلطت زميلك فنان محلاه خصوصياتو شموس متربي وامو تموت بار وحنين ينجحكم الاثنين,normal
الحق الحق عدي اتفو هالمناظر هببببببببببوط,aggressive
يتعدى حدود ينتظر الخير الأمر تتعداو حق عز وجل ولله نخاف يملي للظالم أخذه يفلته وغضب غيرو المنكر إستطاعة فرد تونسي النبي صلى وسلم أضعف ألإيمان غيره باقلبك,aggressive
دزريين نقصو تحلاب توصل نلقا هادا فتوندونس دزاير هوما ڨاع سامعين ونتوما قعدو تحلبو,normal
مشني مصدقة,normal
امر الهي جدال الحكومه التونسيه حابه تشغلكم وتلهيكم اهم,normal
انشاء ربي يحشركم,normal
حريات الضمير وحريات البطيخ المقدسه وحكم مقدس حثالة البشر علمانيين اسال يطهر تونس,aggressive
شويا لوجيك لحكايا قالت ملول تعمل هذايا هوا,normal
تمسخير تمنيك ثورة قادها بلة,normal
يااجعانين مرامكش رجااال يلعن الكرش حملت لعنة ديوووووووث,aggressive
توانسه شعب مسلم تشجعو المثلية,aggressive
صاح المجانين لفرنسا رحعينا يهودنا تعالي خذي يهودك ههههههههههه نكره اليهود ديانتهم نكرههم خلفيتهم الصهيونية نكره بنو جلدتنا لانبطاحهم لخدمة الاستعمار الصهيونية,aggressive
بناتكم قحبات أوربا,aggressive
وأيضا حديث رسول صلى وسلم تبايعتم بالعينة وأخذتم أذناب البقر ورضيتم بالزرع وتركتم الجهاد سلط ذلا ينزعه ترجعوا دينكم,normal
نقلك حاجة ربيع بودن ولد قحبة يجو ولادك قاعد تقول القحب فمك قدامهم يطلعوا بنتك تطلع قحبة وولدك,aggressive
أخي الحمار التونسي يعنى الرئيس التونسي مشكلة مرتو وضغطة علية وباين طحان الدار وباش يلقالها حل طلقوش راجلو الدار يعنى مرتو قالت للحمار التونسي درك أدير قانون القرنون يساوي الرجل والمرأة الميراث والمرة الجاية حق للرجل الميراث لعنة غلى الظالمين هدا الطحين راجل تحكم مرا ياوسكير كزن تقلو هادا حكم ربي هدا صح ربي يهدي الطحان التونسي بالاك ولد جربة يهودي,aggressive
أدوكم اللى طيحو قدرهم ساوو رواحهم هوما والمرا شجعوا حكومة العار تطلع بقرار تافه وجوهم,normal
الشعب التونسي شعب ديوث ويعطي رأيه احكام القرآن الكريم ويقول الموضوع لايهمه لاحول بالله العلي العظيم,aggressive
ربي يسخطهم انشاءالله,aggressive
عطى ربي راضيين احكي روحك ماكش ملحد زبي لعباد لمنيكة وجوهكم زبي نكتو لبلاد والحديث مايكونش ارفع ظاهرلي عايش بالمنطق التقدم الوبنة ماهو جديد,aggressive
عطاهم الواحد مستحق خير,normal
تونس علمانيه يعنى الاخوان تجار دين,aggressive
تريدون النقاش امور تناقشون المهر وتكاليف الزواج والنفاق الطلاق والامور يفعلها الرجل للمرأة تصبح تفعلها المرأة للرجل اغبياء لاتوجد عدالة عدالة الخالق بالدلائل العلمية الدينية,normal
المذيع أعتقد يأخذ راتبه قطر فالحذر الحذر,normal
ترهدين,normal
والله كلامك صحيح ولد عواطف برافو واصل,normal
الشيخ مورو شيخ سلطان وطحان,aggressive
تكفر مسألة التكفير يخص كبار كبار العلماء وعندهم قواعد تتوفر الڜروط ليكفروه بالأمر السهل بهواهم,normal
ايجيك التوانسة رباهم بورقيبة عصيان الحمد لله توانسة الغيرة دينهم,normal
خاصكم ديرو قانون المرأة تتزوج رجال يالكفار الشعب ساكت ماقال والو تفو,aggressive
ايعيش اختي محلاها تعرف تعبر وتقنع تفووووووووه,normal
تحبو طيحو عبديزيك فلسفة مزمزال مايا تحبي تمتلك بلاتو فاشلة شاب بشير اختك جزائر تشجع وأخطاء مستمع لفارغة,normal
قودو كامل جال البوز فاقو,normal
كذبة كاملة بفففف,normal
ولد عواطف الميبون جيت خرية عواطف,aggressive
روح نيك يظهر تونسية ضحكت خالاتك محروق الكلب قادر تعمل,aggressive
اخي صادق بوبكر تحية ثق تماما اليهود انتهو الجزائر كديانة خروج المستعمر المسيحية يعد وجود يذكر السؤال مسلمون محمديين قرانيين عملنا تكوين دولة متجانسة تسير الامام النمو الرقي التطور القوة اصبحنا لعبة يد المستعمر القديم الحديث هوية اننا نعرف معنى جزائري اصبحنا افرادا يحس جزائري يعيش احسن الاخر كا اخيه ابن امه ابيه دولة نصف قرن مستقلة عيب نكون دولة المصالح الخاصة الشخصية المجتمعات تمارس السياسة للارتقاء لمصاف الامم المجتمع الجزائري نمارس السياسة لاستعباد بعضنا,aggressive
ملهط تبدل كلام ربي اعملي المساوات وراجلك معرسة بمرأه,aggressive
الحق الرىيس التونسي الحق الشباب التونسي يحملو السلاح اعلان الجهاد قتل الكفار,aggressive
ملحد القيامة تعرف ربي خلوف,aggressive
شعب منكوح,aggressive
والله ربي نهار يعذبك عذاب تتمنى ترجع ثانية للدنيا تبكي دم تعمل تبدل كلام,aggressive
مريم الدباغ تمثل تونس قريب ﻻنها تملك جنسبه تونسبه زواجك السر وعندك اطفال فهدا شيئ يخصك وكيدهن عظيم ابتزاز نفي شرب وعري مريم رب الكون تتاخدي كفنك واعمالك,normal
رجال كانك رجال تونس السبسي يحرق,aggressive
فرق الصراحة الوقاحة عمليات التجميل النفخ شوارب الحصص فاتت مكروهة التوانسا,normal
ههههههه يازبي تساوي الارت ياازبي المغرب والله عيب رجال تونس اقسم بالله خاصكم تحكمو نساكم يازبي لبسالة هدي,aggressive
لالا خو متغلطش ضهوراتهم شعرهم لشحمة الأذن ومسيب مظفور,normal
حقهم يوقفوك بتهمة التستر,normal
تعرفو شمعناها مرأة الجزائر تعاملونها عاجزة عقل حق تعطي رايها حاجة للرجل مسكينة الجزائرية دورها تشد دارها وتربي صغارها عبقرية طب تعليم نظام سياسي المرأة تستهلك تنتج مازالت ثقافة القرون الماضية,aggressive
خنزيرة العياذ بالله,aggressive
مزيا دزاير,normal
حاجة باليهود قتلة الأنبياء والرسل السلام,aggressive
انقرضو,normal
شبعة ضحك يقو ربي وديع جبدله خناره ههههههههههههه ههههههههههههه ههههههههههههه قله امين مال الزوارق الشراعية هههه الاحترام والتقدير ايرلندا الصفحة بريطانيا,normal
تونس بلد الشرمطه,aggressive
اساس الدين الاسلامي واذا ماعجبهم احكام الميراث فيتحول للمسيحيه ويريحنا مرتد,aggressive
صاحب القناة كلام السلفيين يقولون جهادين مستعان الرويبضة سلفية جهادية تكفيري جيلد وأنصح اخواننا السلفيين قرأت كتاب الشيخ محمد فركوس حفظه السلفي الجهادي الحزبية راد الشبههم,normal
حاجة عنديش اخت منيك نجمش نتخيل حاجة فرق مابين بنت اصل قحبة تتقوحب المنيكين ساكتين العنف المرا حكاية اخري تحكيش علاها تبداش تنيك,aggressive
معشوق السياح الروسيات تضحك,normal
محلاها المذيعة,normal
برافو بشير حق المرة فاتت هوما فتو المرأة يداويها راجل عطونا فتوة جديدة تنو صوت المرأة عورة ربي يهديهم,aggressive
برا اطيح سعدك جاي يتمنيك فلوس اكب سعدك راجل تفووووووه,normal
وريني شراكي ديري لوجهك,normal
مؤامرة عالمية الدين برعاية أمريكا اسراءيل الشعب مسلم يستسلم ربي ينصرنا الحرب,aggressive
اذهبي اقرا بانجليزية جاهلة فينقيون اللون ارجواني قرطاج مواني مدن اسسسها فينق تفهمين مغسةلة دماغ,aggressive
البرنامج يداع قناة عائلية وتتفرج عائلات,normal
تحكي فرنسى وليت تحاول تحكي تونسي بطلاقه يزيو التفاهة عاجبو مايتفرجش,normal
رءيسكم يخالف الشريعة الإسلامية أمر مخزي لشعب مسلم هداكم الغرور,normal
العبو العبو لعنة كانهم ليسو مجاورين الجزائر والله تجرا وفعلها امامي هكدا لقتلته انتهاك شهر رمضان,aggressive
فيصل خالد احسن بردت قلبي ليبيه وأكره تونس بلد الدعاره وبلد الإرهاب تحيا الامارات تحيا الامارات العربية,aggressive
وشنو تبني بلادك حاجز مالي تطبق الشريعة وشبيها بلادك سورية هاكم القدرات طبقو دينكم الحنيف,normal
ياتوانسة خمموا اقبل متنتخبوا الحكومة الجاية اخي اشكون اتبع الدجال ماو انسى اطمع فالدم يعتيكم اقبل بتغيير الدين شاء ربي اغيركم عنيكم اتمسوا اقدس كتاب نزل للارض شويا قولو لفما ربي محمد يهلكم مهود,aggressive
الجزاير ونقولك خرا,aggressive
شعب غبي كجزائري احب المغرب واكره تونس,aggressive
كجزائري نذكر اخوانا اخوتنا التوانسة بقول تعالى ماكان للمومن مومنة قضى رسوله امرا الخيرة امرهم جماعة خافوا ربي تونس دولة مسلمة بلد الزيتونة ابن خلدون وووو اتقوا,normal
شغب التونسي يحب اشكال مخنث هدا بلعكس لطفي العبدلي عندو مواقف,aggressive
التونسيات تتعلملها حرفين تبدأ تتفلسف وتتغطرس مثال هده المدعوه مايا قليلة ادب,aggressive
مغرور لطفی نقص قلۃ التربيه زايد,normal
الحريه التعبير روعهههههههه,normal
إخرش ولد القحبة السبة خرائري ولد الإقطاعية الدوكولية ولد القحبة المنيوكة سير جمع خواتاتك القحبات كليشي وبوا دوبولون الطبون تمك المغرب ولد القحبة,aggressive
مسكين الحمار لاسم إسمو والشهرة داها غيرو,normal
توانسا رخاص ياهود مهمش رجالة,aggressive
تركة بورقيبة الكافر ابن فرنسا,aggressive
الجزاير مايا اكي قحبة كبيرة مشي نيكي مك رخيسة كلبة ولله جيتي قدامي نيكك ياخانزة كريم نموت مديرش معزة هنهعهههنهههه,aggressive
يخزيك عجوز,aggressive
بلاهي برا نيك لليهود ارض,aggressive
تخطو حدود سبحانك ربي عما يشركون,normal
نيك السلام زبي الناس منيش مسلم معنديش الحق نعيش هالبلاد القحبة متاااااع زبي,aggressive
كلاب هادو تا تونس نكماتكم,aggressive
بالله تونسي يخليك اترجاك اتوسل اليك,normal
لعنة فاسق,aggressive
أحسنت رد رائع جميل أريدك دائما هكذا,normal
تكفرين الشعب التونسي وتقلوين عنهم يهود تكفيرية الخوارج صورة الفاسدة السافرة تضعينها قناتك,normal
شعب هوية كلمتين عربي وعشرة فرنساوي ههههههه,aggressive
لسنا ماديين نركع لله لوكنا ماديين لاعترافنا بإسرائيل واقمنا علاقات اقتصادية عديد الدول العربية نعطي اراضينا للحلف الاطلسي لضرب ليبيا سلة مثلما فعلوا عرب العار العراق وسلموا اراضيهم واجوائهم البحرية للقوات الأمريكية الشعب التونسي كرامتنا ومبادئنا الأموال دولة سيادة أوروبا دولة العالم تفرض نفعل نحب الأفارقة يسببون المشاكل المغرب والجزائر يسرقون ويغتصبون ويضربون حق السلطات التونسية تحمي مواطنيها حق الدولة التونسية تقبل تريد وترفض تريد يضمن سلامة مواطنها,normal
بسم الرحمان الرحيم يوصيك اولادكم لذكر حض الانثيين صدق العظيم,normal
تونس قحبة ولاميبون نحي تصويرة الطفلة وعبر بوجهك خرى عصبة ربك اسمك مرة لمياء مرة خرى نحي تصويرة الطفلة وحط صرمك ولاقبتك وسب,aggressive
شيخ حقير قابض فلوس,aggressive
وقتاه الدين برو مخيبكم,normal
شمس الدين باشا لوحيد للمراوي,aggressive
مريم الدباغ تنفخ حناكها يكبرو يخرجو دنجالة,normal
الفتوحات الاسلامية تخص تونس القيروان تكن عاصمة الشمال الافريقي عهد موسى ابن نصير رضي,normal
استاذ معندهاش جنسية تونسيه اولا مولودة بريطانيا وتخلات جواز تونسي لمي تشتغلة شرطه بريطانيه وقانون تونسي يمنع انسان تخلى جنسيه حصول مره تعيش باقامه تونس مهيش تونسيه ومنستعرفوش معلومه ناس تعرفها,normal
النهضة زبي يلعن زبورمها القحبه,aggressive
كفر,normal
ملاك الجنة بشرى لاهله إ ات الل ه لائ ه ول ون ول اد ه ول ون ول ول ون اس ول الل ه,normal
بدع الرسول حلقوه اتركه,normal
شـو تلوي تلعوك فاكا الش مبرال خشمها,normal
تونس علمانية صدقوني الاعوام القادمة صتصبح دولة كافرة ويقل المسلمين,normal
يستبهلو فالغاشي,normal
