comment,type
جمال صوت تفففو وجهك تقول جاموس والله صوت الضباع الطف صوتك,normal
تونس دولة إسلامية وشعب مسلم هاذه قوانين ماسونية بالله العلي العظيم,normal
مريم زوز صغار عاملة مشاهدة فكرة نهار السبت تحكي مستغربيين تونس كاملة كده استفدت,aggressive
لطفي ألحق,normal
دخلك بكريم ياجاهلة شعرهم ادي لعبتها مثقفة باينة لاعلاقة بالدين,aggressive
نيك امك واختك ومرتك ووالديك,aggressive
خرايري,normal
امين رقارا سيب الشعب التونسي سن را,aggressive
بالله مناقشة أمر,normal
تعالى أنزل فأولئك صدق العظيم,normal
نكرهو لطفي وجه الفار ربي ماسخلك وجهك الخامج زيدت الوقتحة تاعك شمس ظهر بياااسرر نيفو طايح ومستوى متدني زيرووو مااحلااك شموسة,aggressive
مايا لقصوري محترمة متطرفة الرجال حياء حشمة ماعندك مستوى مغرورة تتكلم بكلمات فرنسية حسبت روحها والله قليلة حياء مالقاتش مريضة نفسيا حاقد لازمها نفساني,normal
مرسي احدى لقاءاته بالتلفزيون الفن والفنانين ادخلوا بيوتنا الزناوووووانه منافق,normal
هههه ياوالله أحوال عايشه الخيال حسيت سوبر وومن تحكي قتلك إيش تتجس اعمال رجال سياسه وجيش إيش سهر وايش صوحب اساس الطرابلسيه شادين الأعمال وكعبتين يتفرجوا رأفت,normal
مستغرب شعب يسمع تفاهة شانو لى الدرجة الشعب تافه قالت شانو نبكي تونس زكمونة سامي نقطة استفهام تونس الايام,normal
تافه اسؤلات اتفه واتفه,aggressive
الضحك الناس شمس الدين باشا اخي طلعت لعنه الزمك,aggressive
نعلت الدين,aggressive
سموه شمس,normal
جزايرية ونموت شمس الدين ونكره الممثل الصامت هذاك,normal
مسترجلة تمشيلهم زكيمة,aggressive
مكلخين الرد,normal
عارفه الحلال والحرام بينات,normal
نقوشا,normal
ههههههههههه محلاكم خلي قلوبكم حنيني,normal
بعران الخليج غنم امريكا العرب خلو تونسي مغربي مصري,aggressive
نقلك يعطك ولتونس أمها جال دارنا نروح لزك أمها تعرف زبي,aggressive
ظلم للمرأة,normal
المشكل تونس الاعلام شعب لديهم جراء ولاكن الدول العربي الاخر اتعس مرة ولاكن الاعلام يضهر الحقيقة,aggressive
تشكون الملهط عاملينلها قدر وقيمة,aggressive
ماتو تقلك مسترابه تربحكم يموتو صدفه تزيد خذينا وتدابير وقايه وقايه عزاك خلاك صغير تحكي الوقايه كرهتونا البلاد العيشه حلال,normal
انسان مختل عقليا تسقط اليهود الملحدين,aggressive
بشير أرقى عزوزة الستوت بري شدي دارك خيير مادا هوني,aggressive
قرقوره,normal
ساذج ربي يهديه,normal
راجل ولد عواطف الراجل ينادوه بوه فرخ خامج مسخ,aggressive
يرتع الإسبان والبيزنطيين وقبلهم الروم وماذا أصبحت الدين وتشتتت الأمة,normal
رئيس مخرف والله ماوصل العالم العربي روساء مخرفين,normal
برا نيك زبلا,aggressive
طحانة صبايحية كلاب,aggressive
والله مرجتونا القناة لايف متهبطو متمعسولنا قلوبنا الزح معناها نعيشوا الخارج مناش للحوار التونسي,normal
العرب ذاهبون بأمثال,normal
يركب البااااااز متاعي هههههه,normal
المغرب العربي يروحو اوربا نريد الشرق الاوسخ وعرب ثقافة الجهل والعصور الوسطىاحنا متحرررين امازيغي عربي نشبههم,aggressive
إذهب العلماء ينصحونك يعلمونك الدين سهلة,normal
نكره شمس بانت الحقيقة نحترم شمس لطفي,normal
تونس قحبة ولاميبون نحي تصويرة الطفلة وعبر عصبة اسمك مرة مرة نحي تصويرة الطفلة وحط صرمك ولاقبتك وسب,aggressive
الزعيم مواطن تونسي صحيح الشعب عنصري الافارقة تنسى لبنان دولة الاجانب بالعربية تقول احسن للمغرب والجزائر صحيح الشعب الجزائري اقل عنصرية ننسى الجزائريين بلد يقدم الحرية الكاملة للافارقة يعيشون افضل تونس والجزائر تنسى المغرب ثمن باهضا الافارقة يرتكبون جرائم كثيرة المغرب ويتاجرون المخدرات ويغتصبون يريده التونسي والافارقة لديهم عقدة يعجبك طريقة تفكيره تتخذه صديق يعتبرك عنصري صحيح يحصل الابيض,normal
تونس تتبرأ بشرى,normal
تصدق المغرور بالعلمانية فتصفح منشورات أصدقائك,aggressive
عهد عمر الخطاب جاء ممسكين بشاب وقالوا أمير تقتص الرجل قتل عمر قتلته إني راعى إبل وماعز أكل أرض فضربه بحجر فمات الحجر وضربت ابوهم فمات عمر الخطاب سأقيم الحد أمهلني أبي وترك كنزا وأخي الصغير قتلتني ضاع وضاع أخي بعدي عمر يضمنك فنظر الرجل وجوه الناس الرجل الخطاب أبا ذر تضمن الرجل أمير المؤمنين عمر إنك تعرفه هرب أقمت ذر أضمنه ورحل الرجل الأول والثاني والثالث الناس ذر يقام الحد صلاة المغرب جاء الرجل يلهث التعب والإرهاق أمير المؤمنين عمر الخطاب الرجل سلمت الكنز وأخي لأخواله يدك لتقيم فاستغرب الخطاب أرجعك ممكن تهرب خشيت الوفاء الناس عمر ذر ضمنته ذر الخير الناس أولاد القتيل فقالوا عفونا عمر فقالوا نخشى العفو الناس لايقال ذهبت دعوة الخير الناس صل رسول صلى وسلم وشكرا,normal
المغرب الجزائر افتحو الرابط,normal
تفو وأعليها همل ملحدة,aggressive
شعب تونس المرابطون كتاب المسلمين معكم يتعدى حدود ويبدل دين,normal
لقتلتك فأمثالك يجوز البقاء قيد الحياة,aggressive
تاو تخرالو,aggressive
تونس جايبين الميبون الجريء رءيس جامعة,aggressive
نيك القحبة وام خوانجي,aggressive
الرب,normal
بشير نحبوا وكلامه صح مغلطش الراجل مقالش غلط تحبوا,normal
ميهاش ه كيفنا تسب ربي يعيشك,normal
ماش تموتي اخرتك قبر,normal
مستحق خير,normal
نك مك تونسية نتوما ولاد لقحاب,aggressive
تعجليني ومصارحة ونحييك الجزاير,normal
ملهط,aggressive
مفتي الجمهورية ماهو دوره سيسال,normal
وجهها صوتها قحبة مالبريمة القحاب يكونو نضاف,aggressive
قولي لاخر قحبة بتصريح دولي وريحي راسنا تحيه لشعب شريف جزائريه والله تونس ضاعت خوف ربي رحم ربي,aggressive
نعيم يروحو يعملو ثورة ويطورو بلدهم ويعملو جامعات يدرسو,normal
لعباد حيط وتونس هابط هاوي,normal
ليبيا هههعععهعع,normal
العرب قلتها تمام كفر الكفر تقول الغرب وضع القوانين غرب مالنا مالهم,normal
صفعاتو وبالثقافة الجمهور متخلف مال بشير عيب الشاب فالعمر العيب فالي فالعمر يبقا بهيم وموش دايرة جات التفاهة تتكلم الشاب بشير جال حفنة جام,normal
تعيي تحساب روحها فيفي عبدو مسكينة,normal
تونس مرڨصى,normal
مستوى هابط وغير,normal
حرية توانسا احرار متربيين,normal
فكره بفهم التونسية وعارف بيفدلك كانش مقمل وجه نظر دي مصر سبه فكره معجبين كريم وبسام فيش فتنه اخوه يطلع كلمه فمه يحسبها الناس ماتتغشش,normal
بالله جديدة حافظينها المرا تتضربش الراجل يضربش مرا,normal
ترضى اليهود والنصارى تتبع لله يوجد يهود الجزائر وتربينا كرههم,aggressive
الزبل,aggressive
عيب ولد بلادك قالك تلقاني الشدة قلو كتر خيرك مول التاج ماتكونش قبيح عباد ربي لطفي وكون الهدرة لواحد دزيري والله تبات القبر وال,normal
صحيح نكرها هالملحده كاريم وامثالو النفاق,aggressive
الوكيل اسفاه شعب تونسي حالتوووو رايحه للها يجيب الخير شا,normal
نوفل ورتاني مستهالك مروج مخدرات ميبون تونسي انسل بلاد,aggressive
عادي يفهمش كلامها إنسانة متثقفة,normal
أعداء الإسلام الکفرة هكذا تقهر اعداء الاسلام بمستوى الاخلاق المنحط السب الشتم الومك فانت دين الارهاب النكاح نطفة اسلامية وسخة,aggressive
تحية لكريم مايا وجها مقصدر تحل فمها الرجال معلابالهاش صوت المرأة عورة روحي تحجبي,normal
ياسين المعياري مستوي عالي,normal
مدني الإسلام اذاكا المرأة الراجل نسا يخدموا خدمة الرجال الرجال القهاوي ومبعد فمو المساواة المرأة قانون علاقة بالدين طلعت الحكاية التونسة فقهاء الدين يحميوا الإسلام ماهوش القانون هاذا هوا يختار يقسم بالتساوي ارتقيوا كيفاه تحبوا تتقدموا كفرتوه الرئيس رديتوه صهيوني جملا شعب مااجامع ميطلعش وليتوا تعرفوا ربي الحكاية فلوس,normal
قالك المشكل تاعهم بدنهم متخلفين والبدن كلام مباشر لمريم علاجال الراقص إقول قليلا شمس إقولو قيس ليلة ماعلاباليش اللب كلامو شمس أكبر متخلف ياولدي شمس ماقصرش الأحوال متابعين الحصة الجزائر,normal
فوزي العاهر اسمو كادوريم الماسوني المسخ التصاور فوتوشوب ساقطة ساقطاتو اختاروها تشبه للمرحومة نسرين الملمح العام عملولها عملية تجميل يوصل التطا,aggressive
نمسحك خنزير حيوان تختفي شاشة كمبيوتر,aggressive
ربي يهدهم,aggressive
جبهالك ملخر ولد عواطف نحب نسهل عايش فرنسا مشيت دويت مريض مستحقهم خير يدوخ رهوط وذني,normal
متأكد حطيت رأي الطرفين,normal
شوفو القناة الفاسدة صورة نخدم الصغار حاطين عنوان يخدم,normal
وص يك الل ه اد لذ إ اء اث ه اح ه الن ه اح الس إ ه إ ه ه الث إ ه إ الس وص ه اؤ اؤ ون ه يض ه إ الل ه يحكم بغير يطلق وظالم وفاسق,normal
ولد عواطف طلع أرجل,normal
الحكم بالشريعة الإسلامية واجب,aggressive
كافر حسبنا الوكيل,aggressive
شعب ملعون,aggressive
ئري ه ره,normal
ضربت فأوجع العاقبة واحدة قناتي مشترك,normal
تانحويوهم بالتوبزة تخبى ورا الحاسوب نيكي موك القحبة جداتك القحبة المرض,aggressive
برافو بشرى اكيد اصوات اصحاب الفكر الحر ستنتصر يوما العقول الرجعية المكبلة,normal
,normal
سوق النخاسة,normal
تونس تبدلت ياحسرة تونس,normal
سيأتيكم طوفان وتعالى,aggressive
حبيتوا المساواة يلزم تسقطوا الصداق الرچل الزواج النفقة الأبناء,normal
شعب منافق شعب جد بوكوم لاول,normal
البلاد قتلتو الفرحه قتلتو الزوالي قتلتو المتخرجين كملتو قتلتو لملايكا يهلكم كرهتونا هالعيشه,normal
مفهمتش تدخلوا مريم حكاية متربيا ومشي متربيا غيرت ستو مشفتش دزيرية ولى مغربية سبتها رآه لسبو تربيتها نجمع قادرو جياحة قعدتو تفتو لبالك خوتاتها ولى تقربولها ياو صلاحها خلو حياتها شخصية حقكم افهمو ياعباد ربي,normal
مشاناس كفاك يامريم منشربوش مشروبات,normal
شعب امره وحسبنا ونعم الوكيل شاء فليؤمن شاء,normal
شمس,aggressive
شيوعي لايوئمن بالقران,aggressive
الخرز تغسلى وجهك,aggressive
بنت لحرام,aggressive
فكرة تحكي الحكام والرؤساء تقوم بالاجرام راية حماية حقوق الانسان وثانيا صديقي حاسس روحك ضاربو روحك تقول ايطاليا ليبيا طلع نكره صديقي بنهاية المطاف ليبيا,normal
اعطيك فلوس تخليني انيك امك اختك مقيم فلوس,aggressive
هههههه رئيسنا إحنا غيبوبة بالو بشئ دارها بوتفليقة الباجي قائد السبسي الشايب لمنيك لواحد يخليهالهم واسعة عريظة,aggressive
أطهر عشيرتك الأمازيغ نكون عربا جربا شرابون لبول البعير ذمكم القرآن الأديان يمقتكم العالمين لتشدزكم عنصريتكم المقيتة,aggressive
رجال رجال تونس يحرق,aggressive
شمس متربي لطفي,normal
لطفي راجل والناجس الاخر شمس يدافع خنثى وطحان كيفو,aggressive
تاني جزائري رأيي خويا يسهل,aggressive
بشير حسن قضى أشهر السجون الفرنسية شكوى رفعتها ه زوجته الفرنسية حضانة الأطفال إتهمته بخطفهم,normal
لطفي متربي بتاتا ويل بالحديث شخص الناس,normal
دينهن القيروان بعيد,normal
اليهود يحكمون العالم اخترعو الفايس واليوتيوب تحسب حائطهم خرائري صنعهم هههخخ صدق الحسن والمغرب توجد حديقة شعب غبي فهمت يحكمكم مليئ بواسين يدين ماكرون بزغاريت ودموع يويويو طززز,aggressive
بشرى عجبتني ليوم ول يت نحب مايا طارت طارت العالي تشكيلو يدها زبي,aggressive
يهود هادو كلاب,aggressive
شعب علماني,aggressive
تتصور والله قالت دو نك,normal
لابارك ياشيخ الفتنة والضلالة والله إنني أكرهك الشيخ شيخ لايخاف ولايتقيه أسأل العلي العظيم رب لسانه بصره يرينا عجائب قدرته,normal
نقول الباجي بالكفر,normal
صديقي يجب نوفر مقومات العيش الكريم يذهبوا لإسرائيل يظلوا معنا,normal
والله العضيم هرج ولهو ولعب وقودوها الناس والحجارة اعدة للفاسقين,normal
يوجد اليهود الجزاير,normal
ولد,aggressive
أفكار بوركابية شكرا اردوكان,normal
نيك أمك ولد القحبة راضي أمك وأختك وبنتك إنسان وكرامتها مداس,aggressive
كس اختك,aggressive
عبير امرأة سافلة فاسقة بنظام بورقيبة أكبر عميل لفرنسا باع البلاد البقاء العرش أعتبره رئيسا ملكا ديكتاتور منتخب حقير لعنة يواليه,aggressive
استغرب التونسي يفجر نفسة العراق سوريا جاي بلد ملحد,aggressive
الاسلام حصل للمسلمين والعياذ بالله الاجانب يدخلون الاسلام افواجا والمسلمين يرتدون بالله اللهم ثبتنا المسلمين لدينك ردا روبرت كرين مستشار يدخل الاسلام المواريث الاسلام وهؤلاء يخرجون الاسلام احكام المواريث لاحول ولاقوة,normal
مايا معزة وجه الترمة,aggressive
هههههه ناكلها,aggressive
قحب صرف,aggressive
متربي متخلق يحترم يرحم والديه فنو أخلاقو,normal
ولد عواطف شد ثنيتو ولقى بر عاون خير,normal
تكذبو باه ديرو باز اففففغغ,normal
صحيت راجل تربية,normal
الصارف جورات هههه وجهها,aggressive
غيرت خليقتها بزاااف ياااحي تفوووه دزاير اوك,aggressive
المرابطون كتاب المسلمين العالم يتعدى حدود ويبدل,normal
ربي ينصر تونس القونين لتي تعاكس وضد تمرد,aggressive
هههه وديع لينجما كاسح,normal
الحق يبهت,normal
قصفها,normal
والله جاية المريخ متعرفش فرضو المراة عورة,aggressive
متربي التربية مخنث لوطي نيتكم,aggressive
أخي فالله كتابه العزيز سورة الذاريات أعوذ بالله الشيطان الرجيم بسم الرحيم ول إ اح ون ه ه,normal
شكل القرد بجماله انشوف ولد قحبه تونسي يتكلم اتكلم مانقدر الرجوله يمنيوك يزامل,aggressive
لعنة وجه متربى كلب مسخ قداشك رمز شمس متربي اخلاقو عالية جلطام ريتوهوش يعمل ليميسيون نتاعوا معا جميلة الشيحي فضائح عمرك متشرفش تونس لطفي يمشيلوش مسرحية حديث تونس نمشيلو مستواك طحت التوانسة,aggressive
بحالك تانحويوهم بلمرض تخبى ورا الحاسوب نيكي موك القحبة المرض,aggressive
أكبر فساد العرب الإسلام التربية والتعليم السبب وعصابات بعثهم لاستغلال الجهلة للانتخابات وقت الانقلاب تونس دخلوها النهضة بحجة الإسلام للإصلاح للتعطيل والافشال وثمانية وتونس تمزق شوف فيديو قناع الناس تعاني الإسلام الرحمة والعدل,aggressive
ربي نتصور,normal
جنس عبيد قردة,aggressive
ربي,normal
كافر سانده,aggressive
صحيح,normal
عيال زنا المفطرين تونس واللي يطبلون,aggressive
تكذب وتحب تحير اسمها,normal
الشعب الايراني التركي,normal
تكره الزوالي,aggressive
نعلة خائن الاسلام,aggressive
متحشمش تففووووووووووه,aggressive
بيت القصيد قحبة لمراء ناتنة لوصنعت صارخ طار السماء ههههههههههههه خامجة افففففففففففففف,aggressive
تشدد بنت ناس دين تشدد,normal
توانسة زوامل لخبزة مكم,aggressive
عمرها فاعتبرتها نبزة,normal
فعلا اكتشف شئ غريب الشعب التونسي القليل صيخة الدستور ابان المجلس التأسيسي طرف حزب بعينه لاسباب يطول شرحها والحزب الاغلبية الغضب الباجي حكموا عقولكم ربي بدون نرفزة,normal
ياشعب وحرام نتحاورو حكم ربي وامرنا باتباعه لاتدعو اعداء الدين يتلاتبون بعقولكم وانا اقول ياسيد الباجي ننتظر المسوات الاورو الدينار,normal
امك مغرب ابو سحر شعوذ,aggressive
تفضل فهمنا,normal
احلى صرم امك,aggressive
ليا يمثلونيش خنثاوي سفيه هامل قليل حيا,aggressive
هاوكا شبعة,normal
بلي نقلعو الصوم اعلمو ملحدين المسيحيين اليهود يصومون الصوم مليح للصحة,aggressive
الرحيم تبدل الأحوال خلقه يومهم يزول وع إنك سؤالي فعل,normal
المـهــاجـرة هههههه شعب تركي يصومون كذاب علمانيين هههههههه شعب تونسي منيوك تركيا أجواء كثير حلوا,aggressive
عمري تقلقت خاطرني تشوف ناس زالت تخمم عنصرية احتقار مولاهم مغير نسبوا,normal
حرب كلاام لله حذرو غضب,normal
ربي يسخطهم انشاءالله,aggressive
أصبحنا نجادل القوانين الإلاهية الانسان شيئ جدلا هههه ادخل متاهات الخروج الملة المهم السبسي التونسية جيد يفرض المساواة الميراث يفرض الأمور كإسقاط الرجل ملزم بالنفقة ضف الأغلبية العضمى الناس اقصد الرجال بالذات الميراث للبنات بحكم كتابه العزيز نزعنا القداسة الحكم فأبشرن يابنات تونس يسؤكن والله قليل لعاد تشوف طريقة طريقة كتابة الاملاك الولد حياة متلعبوش ربي سبحانوا يكفيكم قالك الزلط التفرعين,normal
هههه لمىبون لى عرس بىك ىزى قوادة راشوة زىد قحبة,aggressive
محلاها تعجبني تعجبني طريقة تفكيرها,normal
سيبتو الصحيح غلاء المعيشة سقووط الدينار انهيار تام الوزرات القطاعات,normal
والله فسرولي,normal
بالله موجودة البرنامج وفنانة تونسي ممكن تعوضها واجدر بوجودهم,normal
والله العظيم كلامك صواب تحياتي ابن الجزائر,normal
متحشمش تففووووووووووه,aggressive
تونس ولاميبون نحي تصويرة الطفلة وعبر بوجهك خرى عصبة ربك اسمك مرة مرة خرى نحي تصويرة وحط صرمك ولاقبتك,aggressive
فرخ عندوش يوصل حشاتهالو,aggressive
أقل تربيتك,normal
يكفر الشاب جاهل,normal
حكاية مسلسل رمضان الحكايات,normal
قران امر تدخلوا شؤون ياربي اتنزل غضبك عالكفرة ربي,aggressive
لطفي كبير,normal
شعب منكوح,aggressive
قروب توانسا أكثر كابتير تونسيات يخونو وخطيبهم وتونسيات يلحسو للعرب ويقولولهم رجالنا وعليهم أغلب تونسيات قاعدين يخونوا رجالهم قوانين ثما رفعت نفقة بايتة وثمة تسكن دار بلاش وتأخذ طليقها سكن ثمة عرست رجعت تقابل صاحبها ثمة رفعت قضية براجلها الحبس النفقة تمشي ثمة تعرس قتلي مايهنيوش تونسيات مايهنيوش الأوروبية ماتكلفلناش التونسية تكلف العرس وتخون تتقوى عالراجل,aggressive
نتي تبانلك اسئلة عادية شكرا,normal
شعب اخلاقيا,aggressive
خطأ منهج العجوز المميع الفتى الخارجي اتبع كتاب وسنة ﷺ بفهم السلف الصالح ثانياهذا الفتى أراه كلاب الخوارج,normal
زك امها القحبة العزوزة بنت القري العطاي بشير القحبة مخنث يلعن زك امكم دعارة ولي يتفرجو زك مخنثين,aggressive
يازبي تافه الأول يوريك أنو تافه,aggressive
يهودي تونسي يهودي اذن يهودي حمار,aggressive
تجم تطبق روحك منعك,normal
كذاب طحان تريد تجعل أجدادنا قوما سود سكان افريقيا بيض الفاجر,aggressive
نحبها مريم بصح عملات خرج مراء البر معجبتنيش اخرتك وشي مريم تخرج,normal
دار وهران تومس القحبة فرنسا هازين لينيك فيديواتكم عاملة حالةالصرم فرنسا قحاب اينيكو الفرنسيس,aggressive
ناحية ناحية التخنث والتخلف والتشبه نسيت قول تشبه الرجال بنساء وتشبه النساء بالرجال,aggressive
توصل الجنسية,normal
إحنا منيك غيبوبة بالو بشئ دارها بوتفليقة قائد السبسي الشايب لمنيك لواحد يهج للصومال يخليهالهم,aggressive
نبغيه حر فتصرفاتي الشخصية عمري لاذيت جهلة متخلفين لايفقهون التدخل الاخرين التعدي القانون بحجة الدين الدليل بلي الدين الاسلام جهل تخلف ارهاب صيغة دين,aggressive
ألغي جلد الز يد الس ألغي الحرابة ملك قانون الطلاق أغلب العالم الإسلامي ساوت شهادة المرأة نساء أليست نصوص محكمة قطعية الث الد بضاعة الس وق تشاؤون يبقي المرأة سيطرة جل,normal
هههه حيوانة يجي ينقز,aggressive
رخاس وطحاحنة ونساهم بسيف يخربو مسلمين,aggressive
مريم نحسبك صريحة,normal
عاشقة هههههه الجزائر حرفو القرأن ونحاو البسملة الاسلامية,normal
هجوم لاننا نحبكم مثلا اختى تخطئ اجلس معها واقول فعلتيه خطأ لانى فعلت ابقى مقصر حق اختى واجب اننا بيخطئ الثانى خطا بدافع المحبه العرب المسلمين وعيد سعيد الامه,normal
تعرس غنية,normal
تعالى للذكر الأنثيين كتاب الكريم نترك قوانين عز وجل ونحكم بقانون وضعه البشر تهور وجنون,normal
خويا قلتلك كانش تونس فيديو يهبط تصدقوه,normal
بغض قلة الضرب والعنف لراجل وللا الدين تشمت أخيك يعينه ويبتليك,normal
ربي سافيك غالط سفيك دين الإسلام غالط بلاد بلاد ديوثين,aggressive
برشه,normal
ياولد الحرام ضفرها انضف يافاطرين الفسق والزنا والشرب وبعشره تشري عايله كامله فقركم ابدينا انقولو ماشيين تونس لانا عارفينا ماشيين بناتكم اتفووه ياكلاب,aggressive
اللهم أرنا أصحاب المزعومة يوما أسود,aggressive
الدين متربي برشه عالاقل,normal
ملحدين بطبيعتهم الواحد يزيد يعفس أمهم كالفيران تبداو المسلمين بالمائة نيكوكم بالمائة,aggressive
وحاتم بلحاج راجل وميبون ترمتك ياطحا القحاب,aggressive
شمس الدين باشا قباحتوا نجمش لطفي,normal
خامجة ملهط,aggressive
للعبدلي ابقى الفكاهة الشرف خاطيك يهدر مفهوم الشرف علامات القيامة النساء العاري المرا سلعة حبيتو اتعروها اوباه اتبيعو لحمها التلفزة,normal
بدأ غريبا فطوبى للغرباء أفحمتهم إفحاما فليموتوا بغيظهم عبيد الحكام والمنافقين,aggressive
تحية ليكم اخوتنا الجزائرين تحية تونس خويا احسن الناس الليبي يهديك عنصريين الليبيين تجونا تونس متشوفو الباهي تعملو العكس,aggressive
طبقوا القانون مفصل القرءان شوفوا فالمشاكل الصح شيئ,normal
ولد زبي تحبو تردوا ربوا بالسيف نان القحبة,aggressive
يولا,normal
شيخ حكيم,normal
طريقة رد لطفي لائقة شمس الدين تعامله بكلام,normal
ضربها راجل وكانك بلحق تقصد كلامك عاهرة قحبة وامك,aggressive
تحب تحشيه بسيف القحبة دخلتها حقوق واربعة مية تجرء وحرف القران تربحك,aggressive
ارحلوا,aggressive
فحل,normal
بلاهي نيك,aggressive
اليهود عهد امان لانهم عهدا نقضوه اختصاصهم ولقد خانوا ثورتنا المستدمر الجزاءر الضهر مشتتون بقاع الارض ولماذا منبوذون وانا اعرف فعلوا بالمانيا الحرب العالمية الاولي ادولف هتلر بالمرصاد البولشوفية,aggressive
باتلي مسكينة فيلم نادية لجندي وحاب ناس بلي,normal
ونعما الوكيل جاااااااااهل بدينه مارحما ربي الدستور كتاب نبيه صلى آله وصحبه ربي اللهم آمين العالمين,aggressive
عجبتني لهدرت,normal
أهل تونس احذروا أفكار الشاب تكفيري فرع الدواعش بريئه القيم بريئ ذكر قطع باقي الكلام ويقال قلي تصاحب أقل ذكر مشايخ ثلاثه يتوافقون سلفي منهجه الألباني وابن باز مالك وأحمد ذكر الاخونجي القابع وذكر أمير القاعده الظواهري لتنظيم العالمي الاستخباراتي دل شئ فإنما يدل الغر يهرف يعرف وابوهم جميعا حزب حزب قطب والبنا كثره وقطع دابرهم مراجع أردني,normal
توانسا دبي منعوا دخول مغرب دزاير ليبيا دول مسلمة توانسا دخول اراضيها,aggressive
يهوديان متطرفان,normal
فلفل تشورت توانسة زبي,aggressive
تونس القدم معروفة بجمال البنات,aggressive
يقتلون الفلسطينيين إخوتنا,normal
كلبة اكبر قعرة بنت حرام تحكي تتلم البواته مصبحة فاها خيرلك دباغ العيب جابوك للتلفزة يرحم والدين بونية مزالت تتنفس زيدها,aggressive
هدا راجل فتونس والله تصحبت مراة,normal
شعب يحهل دينه,aggressive
كلامك تجي تشوف نجمو يبعدو ولاد وبنات لحرام حاكمين لبلاد,normal
والله,normal
بالرغم نحبش عواطف عجبني الرد متاعو عاطهم عائلة زوالية مالك مال صغير اختار نمط معين يخدم تتفرجش تحبوش بدل القناة يكفي تعدي حرية الاخر,normal
جزائري القحبة زامل لعطاي ولاد كينتحلو شخصيات مغربية كيديرو العداوة خوتنا,aggressive
خرجت تونس تبول روحك مشيت طيارة بالفيزا الناس الفيزا نجيو قوارب الموت,normal
معترض الدول الشعب مصرى اهو بيدعوا تونس التمسك بيدينهم وشوفتله فيديو تانى بيتكلم شيوخ السعوديه واخرهم الحرم المكي سبب شايف صح مختلفين سياسة البلد ملهوش حق يحبسهم عادى بنختلف كعادة البشر متعداش حدود دعى القتال القبيل تعدوا حدود السلم السيسى يقتلهم انى مختلف كتيير السيسى خطأ واهو الشيخ محمد مالوش سبب اى اعرف اى انى احبه واسمعه دائما مشكلتنا اننا بنسمح ينتقدنا بالنسبالى يقولى خطأ بتقبل متفقناش مشكله وتركيا دوله مسلمه ورئيسها راجل مسمعتش بالعكس الراجل واقف والقضيه الفلسطينية وبيخاف بيتحدى امريكا ومش بعكس صراحه وقطر دوله مسلمه وعربيه ومعرفش خطأ وبصراحه الموضوع سهل اختلافات سياسية المهم مسلمين يعنى جسد واستغفر العظيم,normal
اثقل دمك,normal
خيييييت مازالت تحكي بوراء مستوى دنيئ منحط خيييت انحطاط اخلاقي فصالة تبدى تحكي تعوج فمها طردوها برنامج سنية صاحبة الاخلاق الرفيعة حرام يقعدوا البرنامج فهن يتشابهن شئ,normal
الحقيقة الرئيس التونسي ذكي عهدته يعلم التوانسة رايحين الفقر المرأة تتحمل الارث الثقيل,normal
متعرفيش,aggressive
صديقي الخروج ولي الامر حالة كفره,normal
شموسة سلطان الجو الزهو,normal
كفرة متعرفيش ربي,aggressive
سلعة عصبة لسامي الفهري مايا راس الكبش,aggressive
ياخوات القحبه التونسيه بلدنا لغرقنا لغرقناهم تونس احملو السلاح وطلعو الكفار الانجاس دافعو دينكم جبناء,aggressive
ههههههه كبار ونساء اكبر,normal
ماسطة خامجة عار توانسة رتحتينا منضرك خير,aggressive
تحترم,normal
يهدر عاهرة,aggressive
عورة هدرت قهاوي يامايا بار وملاهي صوت المراة عورة,aggressive
والله آمين للدرجة يحشي,aggressive
لطفي خارجها طاي,normal
طرد الزنوج وفرنسا المجرمة,aggressive
مربي يهدر بتربية يحتقروه قدام الناااس اختكم الجزائر,normal
حاسبها لجنة تحكيم ذوفويس كيفي,normal
يجعل لابنته زوجته شاء,normal
لطفي نيفيا,normal
ناتن ماكش تفيه,aggressive
الطب والتشريح الحديث شخص ينادي بالمساواة الميراث الشخص يملك مخا جمجمته البشر خرية جمجته فائدة مرجوة المحشوة بالخرا,normal
الحاد ركم ريحين,aggressive
مبروك اختك العاهره صهيوني,aggressive
دزيري شمدخل زك,aggressive
المعلوم النصوص الواردة حق الأنثى الإسلام ميراثها يختلف باختلاف سنتعرض شاء تعالى حالات ميراث المرأة باختلاف أنواعها الموضوع مسألة المواريث محكومة التالية ضعف نصيب واعتبارها الأصل وفقط والحال القاعدة الأصل مجرد صورة لوضعية قانونية معينة تسري كافة حالات المواريث بالرجوع المواريث الإسلام,normal
باللهي كيفاه,normal
القحبة تكذب المشكلة دولة تافه شادينها كمشة مافية,aggressive
رحم أبن تيمية الحسن البصري عطاء السكندري والائئمة الاربعة,normal
ياسين مثقف واعي,normal
توانسه شعب مسلم المثلية,aggressive
مريم رافت الهجان,normal
يهود وشفت الحمد الاسلام,aggressive
شيئ اعملوه ميسالش تتعدو كلام حسبي الوكيل بالله,aggressive
هههه ربك حل بتصديكم يحارب الضريعة,normal
والله فهمتش فسرولي,normal
والله ربي نهار يعذبك عذاب ترجع ثانية للدنيا تبكي دم تعمل تبدل كلام,aggressive
