comment,type
هوما ملحدين مناكين بطبيعتهم يحبو الواحد يزيد يعفس زبور أمهم كالفيران لوكان تبداو بالمائة المسلمين بالمائة نيكوكم بالمائة,aggressive
وحاتم بلحاج ماكش راجل وميبون ترمتك ياطحا القحاب,aggressive
شمس الدين باشا قباحتوا نجمش لطفي ههههههههه,normal
خامجة ملهط,aggressive
نقولو للعبدلي ابقى الفكاهة الشرف خاطيك فكاهي يهدر مفهوم الشرف علامات القيامة جسد النساء العاري ماكانش يتفرج دار المرا سلعة حبيتو اتعروها اوباه اتبيعو لحمها التلفزة,normal
بدأ الإسلام غريبا وسيعود غريبا فطوبى للغرباء أفحمتهم إفحاما فليموتوا بغيظهم عبيد الحكام والمنافقين,aggressive
تحية ليكم اخوتنا الجزائرين تحية تونس خويا الجزائرين احسن الناس الليبي ربي يهديك عنصريين الليبيين معروفين تجونا تونس متشوفو الباهي تعملو العكس,aggressive
طبقوا القانون مفصل القرءان تبداو شوفوا فالمشاكل الصح شيئ عليم,normal
ولد زبي تحبو تردوا ربوا ستار بالسيف نان زك أمكم القحبة,aggressive
تكونوا يولا,normal
شيخ حكيم,normal
طريقة رد لطفي لائقة بفنان شمس الدين تعامله حسن بكلام لائق,normal
ضربها راجل وكانك بلحق تقصد كلامك واحدة عاهرة قحبة وامك عطاية,aggressive
بشري بلحاج قصدرية تحب تحشيه بسيف القحبة دخلتها حقوق انسان واربعة مية تجرء وحرف القران تربحك,aggressive
وجوهم الهم مكان تونس ارحلوا جراثيم,aggressive
لطفي فحل,normal
بلاهي برا نيك,aggressive
اليهود اليهود عهد امان لانهم عاهدوا عهدا نقضوه اختصاصهم ولقد خانوا ثورتنا المستدمر الفرنسي الجزاءر طعنة الضهر مشتتون بقاع الارض ولماذا منبوذون وانا اعرف فعلوا بالمانيا الحرب العالمية الاولي والثانية ولهاذا ادولف هتلر بالمرصاد موءامرتهم البولشوفية,aggressive
باتلي مسكينة متفرجة فيلم نادية لجندي وحاب تفهم ناس بلي صعيبة,normal
حسبنا ونعما الوكيل شعب جاااااااااهل بدينه مارحما ربي الدستور كتاب وسنة نبيه صلى آله وصحبه وسلم ربي يتوب ويهديكم اللهم آمين ياااااااااااااااارب العالمين,aggressive
عجبتني لهدرت فالاول,normal
أهل تونس احذروا أفكار الشاب الشاب نقول تكفيري مقيت فرع أفرع الدواعش والسلفية بريئه وابن القيم بريئ ذكر قطع باقي الكلام ويقال قلي تصاحب أقل ذكر مشايخ ثلاثه يتوافقون المنهج ابن القيم سلفي منهجه الألباني وابن باز منهج مالك وأحمد والشافعي ذكر الاخونجي غنيم القابع تركيا وذكر أمير القاعده التكفيري الظواهري التابعين لتنظيم العالمي الاستخباراتي دل شئ فإنما يدل الغر يهرف يعرف وابوهم جميعا حزب النهضه حزب قطب والبنا كثره وقطع دابرهم مراجع النفاق سلفي أردني وافتخر,normal
توانسا جبورا دبي منعوا دخول الأراضيها مغرب دزاير ليبيا دول مسلمة توانسا دخول اراضيها,aggressive
يهوديان صهيونيان متطرفان,normal
فلفل تشورت جبور توانسة زبي,aggressive
تونس القدم معروفة بجمال البنات العهر,aggressive
يقتلون الفلسطينيين الأبرياء قالوا المسلمين إخوتنا,normal
كلبة اكبر قعرة بنت حرام تحكي عالمستويات تتلم البواته مصبحة فاها خيرلك دباغ العيب جابوك للتلفزة يرحم والدين عطاك بونية هههههه مزالت تتنفس زيدها,aggressive
هدا راجل فتونس والله تصحبت مراة,normal
شعب يحهل دينه,aggressive
كلامك محلو تجي تشوف نجمو نعملو يبعدو ولاد لحرام وبنات لحرام حاكمين لبلاد,normal
والله يالطفي صح,normal
بالرغم نحبش ولد عواطف عجبني الرد متاعو السد مشى عاطهم عائلة زوالية صغيرات مرضى بالسرطان مالك مال طفل صغير اختار نمط معين يخدم تتفرجش تحبوش بدل القناة يكفي تعدي حرية الاخر,normal
جزائري ولد القحبة مغربي كلامك زامل لعطاي ولاد لقحاب كينتحلو شخصيات مغربية كيديرو العداوة خوتنا تونسا,aggressive
تعرف خرجت تونس تبول روحك مشيت طيارة بالفيزا الناس الزواولة حق الفيزا نجيو قوارب الموت,normal
معترض الحكومه وسياسات الدول مشتمش الشعب مصرى المسلمين اهو الفيديو بيدعوا اهل تونس المسلمين التمسك بيدينهم وشوفتله فيديو تانى بيتكلم شيوخ السعوديه بيتحبسوا واخرهم الحرم المكي وبدون سبب وانا شايف صح مثلا مختلفين سياسة البلد ملهوش حق يحبسهم عادى يعنى بنختلف كعادة البشر متعداش حدود السلم دعى القتال اى شئ القبيل الاخوان تعدوا حدود السلم حق السيسى يحاكمهم يقتلهم بعيد انى مختلف كتيير السيسى والاخوان خطأ واهو مصر شيخ الشيخ محمد حسان مالوش سبب اى اعرف اى شئ انى احبه واسمعه دائما مشكلتنا اننا بنسمح لحد ينتقدنا بالنسبالى يقولى خطأ بتقبل متفقناش مفيش مشكله وتركيا دوله مسلمه ورئيسها راجل مسمعتش خطا بالعكس الراجل واقف المسلمين والقضيه الفلسطينية وبيخاف بلده بيتحدى امريكا ومش خايف بعكس العرب صراحه وقطر دوله مسلمه وعربيه ومعرفش خطأ وبصراحه بتابعها الموضوع سهل اختلافات سياسية المهم مسلمين يعنى جسد واستغفر العظيم,normal
اثقل دمك,normal
خيييييت مازالت تحكي بوراء البلايك مستوى دنيئ منحط خيييت انحطاط اخلاقي رهيب تحسها فصالة تبدى تحكي تعوج فمها طردوها برنامج تلكبيرة سنية الدهماني المثقفة الجميلة صاحبة الاخلاق الرفيعة امينة سطا حرام يقعدوا البرنامج فهن يتشابهن معها شئ,normal
الحقيقة الرئيس التونسي ذكي عهدته يعلم اليقين التوانسة رايحين يورثو الفقر المرأة التونسية تتحمل الارث الثقيل,normal
مكي كفرة متعرفيش ربي,aggressive
صديقي الخروج ولي الامر حالة كفره,normal
شموسة سلطان الطرب الجو الزهو,normal
مكي كفرة متعرفيش ربي,aggressive
سلعة قرع عصبة لسامي الفهري لرجع مايا راس الكبش,aggressive
اخخ ياخوات القحبه الحكومه التونسيه بلدنا لغرقنا لغرقناهم بالدم مجاهدين تونس احملو السلاح وطلعو قاتلو الكفار الانجاس دافعو دينكم جبناء,aggressive
ههههههه كبار ونساء اكبر,normal
ماسطة خامجة عار توانسة بري مشيتي انتحرتي رتحتينا منضرك خير,aggressive
أحترم تحترم,normal
نحسو يهدر عاهرة,aggressive
صوت مراة عورة هدرت قهاوي يامايا كلامك بار وملاهي صوت المراة عورة,aggressive
والله ميبون آمين قارة للدرجة يحشي,aggressive
لطفي خارجها طاي طاي,normal
يجب طرد الزنوج وفرنسا المجرمة,aggressive
سلطان مربي يهدر بتربية حنين يحتقروه قدام الناااس اختكم الجزائر,normal
حاسبها لجنة تحكيم ذوفويس كيفي,normal
يجعل لابنته زوجته شاء,normal
متربي لطفي وظهرت كش راجل تحط نيفيا,normal
حيوان ناتن ماكش تونسي تفيه,aggressive
أثبت الطب والتشريح الحديث شخص ينادي بالمساواة الميراث المرأة والرجل الشخص يملك مخا جمجمته باقي البشر خرية تملئ جمجته فائدة مرجوة الجمجمة المحشوة بالخرا,normal
الحاد ركم ريحين تونسا,aggressive
مبروك اختك العاهره صهيوني,aggressive
دزيري شمدخل زك امك,aggressive
المعلوم النصوص الواردة حق ميراث الأنثى الإسلام ميراثها يختلف باختلاف حالها سنتعرض الجزء شاء تعالى حالات ميراث المرأة باختلاف أنواعها فالشائع العديد المتناولين الموضوع مسألة المواريث محكومة بالقاعدة التالية للذكر ضعف نصيب الأنثى واعتبارها القاعدة الأصل وفقط والحال القاعدة الأصل تعدو مجرد صورة لوضعية قانونية معينة تسري كافة حالات المواريث بالرجوع أحكام المواريث الإسلام,normal
باللهي كيفاه يمرمدها,normal
القحبة تكذب المشكلة دولة تافه شادينها كمشة طحانة مافية,aggressive
رحم أبن القييم أبن تيمية الحسن البصري عطاء السكندري والائئمة الاربعة,normal
برافو ياسين مثقف واعي,normal
توانسه شعب مسلم تشجعو المثلية,aggressive
حاسيت مريم رافت الهجان هههههههههه,normal
التوانسة يهود تعاشرت وشفت اعوذ بالله الحمد نعمة الاسلام,aggressive
شيئ اعملوه ميسالش تتعدو كلام حسبي الوكيل بالله,aggressive
هههه ربك حل البلاء بتصديكم يحارب الضريعة,normal
والله فهمتش فسرولي,normal
والله ربي نهار يعذبك عذاب تتمنى ترجع ثانية للدنيا تبكي دم تعمل تبدل كلام,aggressive
مستواهم جابوه زعمى ميا مخها متحجر ولعبتهاااا وتهدر حافظه كليمتين تبقى ساعة تهدر باه توصلك عيدك سعيد,normal
بورقيبة زعيم زبي,aggressive
لصار تونس يجب اعادت فتح الاسلام تونس جديد,normal
سعود ههههههههههههه تاج راسك سعود شئت ابيت ويعيش سعود يعيش العائلة الملكية فعلت الشعب ولأجل المملكه ولأجل المواطنيين,normal
بعل آمون الليبين اشرف ياكلب يمجاهر باكل رمضان يكفيهم شرفا انهم دولة المليون حافض لكتاب عز وجل ويحرم الخمر ياعرة الشعوب يامرحاض الاوربيين استفدتم الالحاد الفقر والجوع وكالين لهريسة الخبز,aggressive
جزاءري شاء تونس بخير اغلب شعبها مسلمين ويحبون ورسوله وسوف يتصدون لمثل هده القوانين الجاءرة هدا القانون يخد المراة يخدم الرجل فصل المولى عز وجل سموات اعلم واعدل منا البشر,normal
حتما الت عليقات جات لطفي متخنثين هاذاك المتخنث شمس الدين اللذي تشمىءز النفوس يالطيف وجهه اصحيح اوميحشمش ابروحو,aggressive
حدود يطع رسوله يدخله جنات تجري تحتها الانهار خالدين الفوز العظيم يعص ورسوله ويتعد حدوده يدخله نارا خالدا عذاب مهين صدق العظيم,normal
شايب ميبون لابس كوش ويبدل آيات واحنا مزلنا نتفرجو,aggressive
تونس أصبحت مختبر لتمرير قرارات قانونية علمانية حجب الذيانة الإسلامية الأجيال القادمة,normal
ياجزائريين قاطعوا تونس لانريد تربيح اليهود,aggressive
رجل أعمال جبتها المعلومة,normal
والله عار تحمل إسم شمس الدين عار الدين,normal
هيش جايبتهم الحرام بهيمة راهي معرسة خي سمعتش قالت قتلك راجلي احبش معناها سمبلومو معرسة,aggressive
لحاسة يعطيكم عصبة ليكم وليهم برو لاسرائيل وشوفو يقدروكم,aggressive
كلاب والله متحشمو تونس والله ماتستاهلو تكونو عرب ومسلمين,normal
سلطان الخضراء فلفل,normal
ميا لمعزة,normal
قدمت للفن تونسي والعالمي القحب العهر والانحطاط الخلقي ارخس عبدة الكون خامجة حقيرة,aggressive
صوت مراة عورة هدرت قهاوي يامايا كلامك بار وملاهي صوت المراة عورة,aggressive
بسم الرحمن الرحيم يحكم أنزل فأولئك الكافرون,normal
وحدا قحبا عمل اسمو قاهر الاعداء سبيت العاهرا الكمنتار رجعلي قالي اعمل محو الاميه تعلم اكتب ميبون كيفها عاطياتو توكيل فالوبنا,aggressive
مايا تقول يهودية مسطكا مثقفة توري روحها والله هبطي المستوى عطالك قدك وعلاء خضرة عشاء تجيبو ضيف وتبهدلوه برنامج ووحيدة تدخل روحها ماك خارجة دين مزوجة وياندرا اسلم منحطين حابين توليو ڨور بسيف حصلتو صوت المرأة عورة رايو دخلك مايا الخارجة المل برافو شاب بشير برنامج يعيف المشطين,aggressive
أقسم بالله راجل ونص ولد عواطف رجال لوح ميشري الآخر بالفلوس,normal
اسمكم تونس ههههههههه اسمها بلاد نيك هههههههههه احني انجوكم انيكوا بناتكم بعشرين هههههههههههههههههههه,aggressive
نبغي نفتح تونس إسلاميا جديد,normal
مرذ وزظظى,normal
زبي قلب صرم امك القحبة,aggressive
مليح المساواة الميراث لخطرش اﻷخ يظلم أخته الغير متزوجة بيت أهلها تعتني بوالديها لكبار متزوج تضعط زوجته تقول توفيا والديك لديك بيت نبيع البيت ترمي أختك بيوت الرحمة هكذا يرمي أخته ديار العجزة يبيع البيت يكريه هكذا أخته تصبح بدون مأوى مرمية ديار العجزة,normal
يحكم أنزل فأولئك الكافرون,aggressive
غيروا حكم احكام تنتظر حلول لعنته,normal
صحيح تونس تهدمة الشجها بورقيبة واولاد بلادوا هدموا نس السوحلية والصفاقصية,aggressive
بلاد قدامها بلاكة وراها بلاكة تقلقناش تقولو حڨرا وأحنا نفتخروا وانا الناس الجنوب نتشرف,normal
مدام كيفكيف راجل ياخو نفقة مرتو هههههه,normal
لطفي قليل ادب يطيح بشمس طيح بروحه,normal
وفا تحشي تفلم بالفارغ مرة عملة مشكلة لعنة ياملهط,aggressive
بالرسمي قحبة وقعرة ورقعة وجايا الهيييييييه خشش صغرتها,aggressive
نحب نقولو الميراث نجمو نغيرو الصلاة علاقه,normal
لطفي بوشناق محمد جبالي أمينة فاخت الشاذلي الحاجي صلاح مصباح سونيا مبارك شكري بوزيان نوال غشام الاستاذ عبد الكريم سحابو شوفو عملو القناوات الثقافة التونسية,normal
اتوى انجيبك ولد القحبة استنى اتوى انوريك بورقيبة هطحان السبسي انيكلك أمك زادى,aggressive
أقسم ورث أبي نصف نصف وأختي غصبا الدين الذكوري العنصري محتقر الأنثى كتبه محمد الدجال الميت الجيفة,aggressive
للتصحيح شهداء الثورة شهيد,normal
كلاب خنازير يصلحون لشيئ طيز اماتهم,aggressive
توانسا كلاب جيعانين شواذ وعواهر,aggressive
الاسلام ارهاب تفو لعنة ياكلب الارهاب حالة شخصية ميش اسلامية,aggressive
نيك أمهم تونس مهيش الجزائر تحتلوها أولاد القحاب إنسان يرفض تصرف إفريقي فهوا عنصري قودو نيك يماكم تونس العصى عصا,aggressive
باهى القصد الانسان ربى عطاه اقتراح حكاية الميراث يعنى عطاه اقتراح الخمر معناها لمخك يقترح الإنسان الإنسان قاعد يقترح يحلل لكالحاجة المسلمين انتى تعرف يعيش مسالم صحيح الحرية احترمنى,normal
مفبركة,normal
سترت روحك احسن الأقل احترم الناس رمضان شوف اكل المواضيع تفاهات,normal
صحيح شمس متربي ماحبش يجاوبو برجولية لطفي عملو تكركيرة بهذلو والله ساعاات الواحد مايلزموش يبدا متربي مواقف هكاا إني أحبااء لطفي,normal
المراة عقدة نتاع محامي فاشل ويحب الانتصار الطرق,normal
جبتوه لطفي ملة قعرة ومنحبوش وميعجبنيش وبرنامجو ماسط لاسط مستوايات,aggressive
المجاهرة المعصية اكبر المصائب يبغى يصوم يتستر جوا بيته ويطفح شاء تتفجر بطنه,aggressive
نصارا ذكي عرب ليسة نصرية ولاكن نراهذه العرب يكن نصرية عجيب خلاص يستطع يدافع بلادهم الفرقة نكن معا الدولة أمركة وسوف نقتل نصرية يلعن أنصرية,aggressive
عيب اطفال موراكم,normal
دربكم ولسلام زبي,aggressive
ترى الشاب ربي يثبتو الصراط المستقيم تعلم الأمة أمرها بخير النور يصطع ظلال الشباب رغم المحنة وماأحيطوا فتن ونقم متمسكون بدينهم ويذودون نسأل الل ه الثبات والأجر,normal
لطفي نحبو ولد حومه عربي نقدر الشي قاعده نشوف اخلاق الحومه العربي شمس كلاس عيب تجي تهين عبد تقللو اقبل اسكت تره اقبل قدرك قدر,normal
قطع جذورهم الحل وتطهير البلاد اليهود الفوز الامة,aggressive
نستعرف لطفي خنثة شمس مايقدرش يفك روحو مرتو رجال آخر زمن,aggressive
سلعة باب الجديد لوح,normal
رءيسكم يخالف الشريعة الإسلامية أمر مخزي لشعب مسلم هداكم الغرور,normal
ممست الدباغ,normal
يوزززع,normal
كافر بربكم الفاسق الفاجر أمر بالفسق وألهم النفس الفجور قرآنه النجس ولد القحبة خلي يجي الفتح الإسلامي نفتحلك صرم بنتك بنت الستة سنين وباش نرضع بزازل مرتك رضاعة الكبير خنزير ههههههههه,aggressive
كلاب والله متحشمو تونس والله ماتستاهلو تكونو عرب ومسلمين,normal
الجزائر تونس الدين الاسلامي يعرفوه يهود نسبة اليهود عايشين تونس,aggressive
عفوان نجمو نقولو شمسة متربيا بلحق هلك تونس ريق البارد فضحتونا عالم هاذا يدافع ذكر يعرس بذكر عارف نوصلو,normal
تحية كريم,normal
يلعن العلمانية,aggressive
فهمتش الدزيرية زبي مسيبين بلادهم المعاق بايل خوه سعيد جايين يحلوا فامهم التوانسة نحيو صبابط الجينيرالات ريوسكم توليو رجال أسيادكم التوانسة شعب الزوامل إجاو تكلموا الشعب التونسي شعب واعي متثقف الجرئة يحكي موضوع الإعلام جبناء تخافوا تخبيو حقيقة مجتمعاتكم المتخلفية القروسطية عبارة مجموعة قبائل لليوم مقسمين تسبوا الحيوانات لعنة أرخسكم سبيناكم ورانا الكلاب تفيييييييه الشخص الأول جاء زائر شفنا رهوط,aggressive
عار تونس والله حرام,aggressive
حل,normal
هههه جاو العباد ماش بهايم مايتفرجوش سما اذكى ماش حبا مي حقق الباز,normal
المغرب سهلا,aggressive
برا يعن زبور امكم دين والديكم زوز حاسبين رواحكم رجال زوز مبن زبي يحكي زبي عندمك زب اصلو تفوووووه ساسكم جيت راجل وياه مبنة وذني يعطيو ترمهم تلها بافخاذ ببزازل اختك امك مرتك خيييييييير ايجى لتونس تتنام امك مخبي راسك فرنسا تحل فمك ايجا لتونس حلو طحانة,aggressive
مل زبور نيك,aggressive
أئمة تونس ينصحو ولي أمرهم يريد يتبع الحق هواه ويريد يغير,normal
ضفادع فغانسا تفوه,normal
خيييييييت,normal
السن سبسي تخافش ربي واين رايح الشيب والعيب,aggressive
شوي حشمة تلعب رجلة عيب,normal
ماعنديش راي,normal
دوله المليون قحبه,aggressive
تعال أوروبا ترى صديقي,normal
هز سيف أخرج طبق الآية الكريمة لقيتم الكفار فضرب الرقاب زك أمكم القحبة,aggressive
جزائري ولد القحبة مغربي كلامك زامل لعطاي ولاد لقحاب كينتحلو شخصيات مغربية كيديرو العداوة خوتنا تونسا,aggressive
مدري راضين اليهودية اخس الناس والعنهم اقرفهم,aggressive
حففهم ليمسطاش لكفار,aggressive
جزائري اقلول القانون كافر بكاتب,normal
لطفي اعتذر لكنك راجل الكلمة حقير ونذل وبعيد جد البعد الاخلاق واداب الحديث طحت خشين شمسو باشا لكنك اظهرت متخلق ومؤدب قتلك بالقدر نقولو تزاير جرتك وليت متتبعيه اتربى خسرت جمهور اللقطة اصبحت رصيد,aggressive
لطفي العبدلي علاقة بالتربية الاخلاق شمس الدين انسان متربي متخلق,normal
ملاهط القحبة تهزوا الحبس اقحاب يمسخوا صمعة تونس عص التونسي معروف العالم,aggressive
خافوا ربي تعرفو بالقول لعن المتشبهين بالرجال والمتشبهات بالرجال الفاجرة راعي ملعونة,aggressive
اخلاقك فانت تمثل اخلاق دينك وقرانك الملئء بالسب والشتم,aggressive
يعطك عصبة صرم امك القحبة ميبون فاطر دخلك الشعب عطاي,aggressive
مازالت,normal
والله انسانة باهية بصراحة,normal
لطفي ساقط برجولية ماتصلحش فنان فتى شوارع مايجيش بالك ضحكت الناس نضحكو ونلعنو تربيتك شمس الدين متربي ومتخلق يرحمم لميمة جابتو دزيرية,aggressive
رجل جزائري يتزوج بترمة رجل مغربي شعب لوطي تفرج دزيري شاذ,aggressive
ترى سراق لعرب,aggressive
شمس الدين افضل رجل تونسي,normal
شعب منافق شعب يلعب يعطيكم بنيزك إفرڨ جد بوكوم لاول,normal
لطفي عبدلي سيااااااااسي كبير ولد اموا,normal
عصب راسك خير مايا,aggressive
انشاء كلامي يوصل متأكد فالمائة الللي أغلبية يعملو التعليق الفيديو جايين طرف شمس الدين باشا محناش دغف مواطن عادي ونقول لطفي مايعجبني,normal
الجزائر يعطيك صحة بشير مدهلها تقرا تكتب ههههههه,normal
تكفيري جلد,normal
كريم عندو حق خير كلش يالجايحة كلمت الحق حبيتي تلقايلو سبا تحتي نتيا أقراي الإسلام متحكي بهدلتي رحك,normal
شعب يحب الأفلام جاتهم الدباغ هههه,normal
القانون للدين انسان يستطيع يظع وصية بتقسيم ميراثة الشريعة الاسلامية ديانة والله اعلم تحية لإخوانا التوانسا الجزائر,normal
هز سيف أخرج طبق الآية الكريمة لقيتم الكفار فضرب الرقاب زك أمكم القحبة,aggressive
ومتنساش الساطور هازو فيديه قدام اولادو,normal
شرف المسلم جسمو وخلي الغوري كيم تحكي والحمد لله خلقني ربي مسلم,normal
شهر مقدس ايها تنتهكون حرمة رمضان الستم مسليمين بلاد الفسق والدعارة يعلن حربا,aggressive
تحيا الزوالي ويعيش الزوالي,normal
احلاك احلى اسلامك يخليك لامك,normal
والله سلطان الغلة الحق,normal
ماقلتش نمثل الجزائر انامن الجزائر هدا راي يعجبني مخنث واا راجل دخلك راي داخله تتفرجي نار جهنم وماكانش افيح خامجه متحشميش قلة التربية دخلوا رواحكم كلش ميعجبوكش تتفرجي حمارة قلة التربية رايكم ماتعرفوش تمدوه وتزيدوا ماتعرفوش تناقشوا اراء الناس حر رايوا جهنم شاء غبية فايحة,aggressive
سلفيو المغرب العربي للأسف مختلفين سلفية السعودية,normal
نحبك طلعت لطفييي متربي,normal
برافو ياسين مثقف واعي,normal
نفوذ مايقدر يحطها الارض طحانين,aggressive
السبسي نصراني مسلم,aggressive
ولدي حر يحب عورة يحب خرية مدخلكم أناهو المستوى مستوى مايا القصوري تتكلم تتفلسف أكهو جيت كيفو نذكرها كلامها السباق تاو تسكت وحدها نجاوبها بكلامها بيدو تقول شبيكم طحانة منافقين,aggressive
مسلمة جزائرية وافتخر بلد يأخد بالنصوص الشرعية علماني والجزاير تأخذ بالشريعة احكامها الجزائر دولة علمانية,normal
إله محمد رسول أفتؤمنون الكتاب تكفرون,normal
سكتوها هههههههههههههههه,normal
المغرب سهلا,aggressive
بنات تونس قحاب بنات بلادك حور منيك دول قحاب,aggressive
دولة عربية مسلمة اسمها تونس المثلي المخنث محترم للدياثة دولة تحية للطفي الجزائر,aggressive
البلاد قتلتو الفرحه قتلتو الزوالي قتلتو المتخرجين كملتو قتلتو لملايكا يهلكم كرهتونا هالعيشه,normal
یا میبون یا کافر تحب الن یرکبو علیک أرضع زب عرفک بریک واسکت,aggressive
دائما علماء البلاط يرددون جملة للخروج الحاكم ابدى الحاكم كفرا صريحا فاين يحصل تونس آن الاوان لخلع الداعر المدعو رئيس,normal
مسخة معروفه الفلوس تفرني ايمين يسار جابتهم رايك ماهو قلبة خطفه تعلمتهم الملهط سيرين,aggressive
رئيس تونس خبيث تستحق نص توقيفي اجتهاد لعلمك أعلنت حربا نفسك أمثالك القهار الجبار ويلك الديان عاجلا آجلا سيرين عجائب قدرته الحديث القدسي المشهور ولي آذنته بالحرب عاديت كلام جبار السموات الأرض والله مازلت فرصة تعود تتوب لرب العالمين سنكون حكم المرتد يضرب عنقك بالسيف,normal
رجال الدين شعب تونس,normal
الواحد يكسر راسو القحاب ضاهرة تعرفهم السؤالات وحبت تعمل البوووز,aggressive
والله وبالله وتالله نكرهك مايا أشد كره,aggressive
تعجبني لطفي شمس الدين ربي يهدينا يهديك تب وخطيك التشبه بالنساء,normal
كويسة وتحتها هلبة علامات استفهام مفروض سلطات تونسية يرحلوها البلاد,normal
تتطور إحترامي المرأة الراجل الحجاب ميزيد المرا شئ بالعكس إزيد يحط قيمتها,normal
والله اراك الاخارجيا تكفيريا قح,aggressive
اوس عروبي دعشوشي مسخ ولد رضاعة الزب,aggressive
لطفي العبدلي غلط حق شمس الدين باشا شمس احتراما رقي,normal
تونس تعلن تخنثها وفسوقها ارسلت شبابها االمسلم للموت بسوريا,aggressive
حليتولهم ترمهم فها لبلاد القحبا كرهت زكمكم ختفوه نيكمك,aggressive
الحق دومانها اسالها طرق النيك اسالها مثلا نيكت جناح خطيفة اكتشفت اسالها مثلا الشيشة مثلا تبدا الكرزة الراس سوالات دومانها مختص,aggressive
تونس î نحب نعمل مسابقات مي معنديش عباد اشتركو قناتي,normal
ياصحافة الصرف الصحي أعملوا مائدة مستديرة مربعة مكعبة وقولوا لبوش وييتانياهو اللعينين إرهابيان ياأعداء اللهلماذا المسكين يخضع لاستجواب عقولكم الخبيثة تربحكم ياأعداء,aggressive
صدر بحر,normal
لطفي العبدلي فنان فاشل بدرجه ممتاز وحاااااقد ومريض نفسي لاخر درجه,aggressive
اجي مصلي زبي ياولد القحبة يعباد بورقيبة وبن النجس لعنة تحكي المغرب اسيادك ياكلب يافاطريين رمضان,aggressive
راجل ولد عواطف شاء ربي خويا زوالي غالب خويا بلادنا الزو ينبزوه يهنتلوه جاتهم نجلاء اكا الميبون عامل كليب قسم كمشة قحاب نسيت اسمو يطحنولهم,aggressive
أصح القحبة الميبون,aggressive
مللى موستوى كلكم كلاب توتس تستهلش ناس القليل ظا عندو,normal
امطرت السماء حرية لرأيت العبيد يفتحون مظلات هءا جوابي الحرية المستوردة حكيت نجيك الاقتصاد ليبيا محطمة بنية تحتية مدارس جامعات ميتشفيات سلاح منتشر ليبيا ارهاب تصارع سياسي طاحن حكم عسكري صاحبي كلامك حاجا منطقية هاذا اتمناه افضل الواقع ذالك تماما واقعي تكن متفائل سؤالي قطع العلاقات اليبية التونسية دوافع صديق,normal
سكر فمك حيوان نذل مسخ,aggressive
ضهر مايا ناقس راجل يهدها,normal
برافو مايا تهتمى للمتخلفين,normal
صديقي اكبر كذاب ومنافق فيلسوف عنصرية تونس كذاب تونس يقولوش كحلة ويا الاسمر ويا الازرق وهاو قضاء عسكري عامل عنصرية وحدو شلاكة كبيرة عادي ويالف,normal
اليهود يحكمو تونس لحكية,aggressive
إحساسي أنو ربي سبحانو يخسف الأرض رمضان يمهل يهمل,aggressive
فيصل طحان,aggressive
مريم معجبييك مي تحتي عيني قناة عادة مكروها ونطلبلك ربي يهديك,normal
ياتوانسة خمموا اقبل متنتخبوا الحكومة الجاية اخي اشكون اتبع الدجال ماو انسى اطمع فالدم يعتيكم اقبل بتغيير الدين شاء ربي اغيركم عنيكم اتمسوا اقدس كتاب نزل للارض شويا قولو لفما ربي محمد يهلكم مهود,aggressive
شمس الدين نحبكوك الجزانر ربي يحفضك محلاك ربي يبعد الغيورين هدا وجه الحوتة لطفي نكرهو مثقل دمك,normal
كومبارس أفلام فرنسية يتعري وفرحان,normal
شعب غبي وطحان,aggressive
تحية الجزائر تونسية حرةومحافظة واصيلة,normal
الشاب مخلط تكفبري سلفي,normal
هذيك تقول الرجال تونس مضبطه امورها الخارج نهط,normal
شعب تونسي الهوى يهدي خلق,normal
مكان كفار أعداء لديكم أملاك تونس خنازير لعنة أبناء الشيطان مصيركم الموت حرقا وقطع رؤوسكم العفنة بإذن الأخوان المسلمين قادمون مكان اليهود والنصارى يجب قتلكم ليوم الدين,aggressive
أعتبر ظهروا الفيديو شريحة اختيارك صاحب القناة تمثل الشعب التونسي المسلم أعوذ بالله النوغ التوانسة يمثل الدين شيئا,normal
یا زبورة یا القحبة بعتوا ذینکم,aggressive
تلهيتو باللي شادين البلاد يسرقو ياكلولنا حقوقنا خير والله هوما يرتعو البلاد زيادات ضرائب قانون التسريح بالزطلة إنتوما الإعلاميين سلطة رابعة التلفزة الراديو لاهين بالتفهات,normal
مكان كفار أعداء لديكم أملاك تونس خنازير لعنة أبناء الشيطان مصيركم الموت حرقا وقطع رؤوسكم العفنة بإذن الأخوان المسلمين قادمون مكان اليهود والنصارى يجب قتلكم ليوم الدين,aggressive
نعيم الزعيم مواطن تونسي كلامك صحيح الشعب التونسي عنصري الافارقة تنسى لبنان دولة عنصرية الاجانب الدول الناطقة بالعربية تقول احسن للمغرب والجزائر صحيح الشعب الجزائري اقل عنصرية الافارقة ننسى اعتداءات الجزائريين افارقة المغرب بلد يقدم الحرية الكاملة للافارقة يعيشون افضل تونس والجزائر تنسى المغرب تدفع ثمن باهضا الافارقة يرتكبون جرائم كثيرة المغرب ويتاجرون المخدرات ويغتصبون يريده الشعب التونسي والافارقة لديهم عقدة لونهم يعجبك طريقة تفكيره تتخذه صديق يعتبرك عنصري صحيح يحصل الابيض,normal
مخنتين بلاد الدعارة,aggressive
هالثقافة الشعب زكيم واكهو,aggressive
